user_id,utc_date,model,api_key_name,api_key,type,price,amount
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-03,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,output_tokens,0.000006,4958
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-03,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,request_count,,3
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-03,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,input_cache_hit_tokens,0.000000025,384
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-03,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000003,579852
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-03,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,output_tokens,0.000002,301157
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-03,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,request_count,,902
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-03,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_hit_tokens,0.00000002,81682560
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-03,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000001,4599326
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,output_tokens,0.000006,3562
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,request_count,,2
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,input_cache_hit_tokens,0.000000025,256
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000003,375843
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,output_tokens,0.000006,17584
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,request_count,,34
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,input_cache_hit_tokens,0.000000025,1863424
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,input_cache_miss_tokens,0.000003,61149
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,output_tokens,0.000002,176105
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,request_count,,515
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_hit_tokens,0.00000002,46047872
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000001,7551082
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-flash,Claude,sk-ad408***********************ba5a,output_tokens,0.000002,1484
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-flash,Claude,sk-ad408***********************ba5a,request_count,,1
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-04,deepseek-v4-flash,Claude,sk-ad408***********************ba5a,input_cache_miss_tokens,0.000001,268
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,output_tokens,0.000006,5638
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,request_count,,3
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,input_cache_hit_tokens,0.000000025,128
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000003,555067
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,output_tokens,0.000006,2965
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,request_count,,8
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,input_cache_hit_tokens,0.000000025,990592
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,input_cache_miss_tokens,0.000003,154718
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,output_tokens,0.000002,206313
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,request_count,,726
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_hit_tokens,0.00000002,79728128
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000001,2091854
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-flash,Claude,sk-ad408***********************ba5a,output_tokens,0.000002,7363
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-flash,Claude,sk-ad408***********************ba5a,request_count,,9
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-flash,Claude,sk-ad408***********************ba5a,input_cache_hit_tokens,0.00000002,386432
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-05,deepseek-v4-flash,Claude,sk-ad408***********************ba5a,input_cache_miss_tokens,0.000001,201461
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-06,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,output_tokens,0.000006,2565
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-06,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,request_count,,1
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-06,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,input_cache_hit_tokens,0.000000025,128
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-06,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000003,188682
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-06,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,output_tokens,0.000002,214741
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-06,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,request_count,,584
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-06,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_hit_tokens,0.00000002,41375232
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-06,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000001,4599763
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,output_tokens,0.000006,4744
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,request_count,,2
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,input_cache_hit_tokens,0.000000025,195712
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000003,195886
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,output_tokens,0.000006,56809
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,request_count,,81
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,input_cache_hit_tokens,0.000000025,4163584
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-pro,Claude,sk-ad408***********************ba5a,input_cache_miss_tokens,0.000003,158038
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,output_tokens,0.000002,111773
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,request_count,,339
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_hit_tokens,0.00000002,15794816
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000001,594699
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-flash,Claude,sk-ad408***********************ba5a,output_tokens,0.000002,10368
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-flash,Claude,sk-ad408***********************ba5a,request_count,,12
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-flash,Claude,sk-ad408***********************ba5a,input_cache_hit_tokens,0.00000002,171264
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-07,deepseek-v4-flash,Claude,sk-ad408***********************ba5a,input_cache_miss_tokens,0.000001,51172
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,output_tokens,0.000006,1842
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,request_count,,1
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-pro,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000003,171059
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,output_tokens,0.000002,70028
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,request_count,,270
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,input_cache_hit_tokens,0.00000002,21867520
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,input_cache_miss_tokens,0.000001,290680
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,output_tokens,0.000002,123017
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,request_count,,435
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_hit_tokens,0.00000002,31187584
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-3d88e***********************22e6,input_cache_miss_tokens,0.000001,591395
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-4223c***********************bc9f,output_tokens,0.000002,7400
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-4223c***********************bc9f,request_count,,28
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-4223c***********************bc9f,input_cache_hit_tokens,0.00000002,1737088
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-08,deepseek-v4-flash,ATRI,sk-4223c***********************bc9f,input_cache_miss_tokens,0.000001,252589
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-09,deepseek-v4-pro,ATRI,sk-2c0b9***********************8a9c,output_tokens,0.000006,2367
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-09,deepseek-v4-pro,ATRI,sk-2c0b9***********************8a9c,request_count,,1
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-09,deepseek-v4-pro,ATRI,sk-2c0b9***********************8a9c,input_cache_hit_tokens,0.000000025,128
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-09,deepseek-v4-pro,ATRI,sk-2c0b9***********************8a9c,input_cache_miss_tokens,0.000003,196955
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-09,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,output_tokens,0.000002,92284
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-09,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,request_count,,274
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-09,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,input_cache_hit_tokens,0.00000002,26966912
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-09,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,input_cache_miss_tokens,0.000001,1169499
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-10,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,output_tokens,0.000002,6273
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-10,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,request_count,,23
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-10,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,input_cache_hit_tokens,0.00000002,1237760
Wechat-7e7e22af-ce20-4b8e-8473-3dd811edcb7f,2026-05-10,deepseek-v4-flash,ATRI,sk-2c0b9***********************8a9c,input_cache_miss_tokens,0.000001,79518
